,Gwynedd,Pembrokeshire,Monmouthshire,Swansea,Carmarthenshire,Cardiff,Blaenau Gwent,tag_name,year
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reputation_management,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reputation_management,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computer_vision_applications,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computer_vision_applications,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computer_vision_applications,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computer_vision_applications,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computer_vision_applications,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,programming_languages,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,programming_languages,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,programming_languages,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,programming_languages,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,programming_languages,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project_management_professional_certification,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project_management_professional_certification,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project_management_professional_certification,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project_management_professional_certification,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project_management_professional_certification,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,women_in_technology,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,women_in_technology,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,women_in_technology,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,women_in_technology,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,women_in_technology,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oroplatform,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oroplatform,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oroplatform,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oroplatform,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oroplatform,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,six_sigma,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,six_sigma,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,six_sigma,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,six_sigma,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,six_sigma,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wireless,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wireless,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wireless,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wireless,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wireless,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financial_risk_managment,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financial_risk_managment,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financial_risk_managment,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financial_risk_managment,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financial_risk_managment,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technical_recruiting,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technical_recruiting,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technical_recruiting,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technical_recruiting,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technical_recruiting,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physical_security,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physical_security,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physical_security,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physical_security,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physical_security,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hmi_human_machine_interface,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hmi_human_machine_interface,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hmi_human_machine_interface,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hmi_human_machine_interface,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hmi_human_machine_interface,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluemix,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluemix,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluemix,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluemix,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluemix,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_manufacturing,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_manufacturing,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_manufacturing,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_manufacturing,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_manufacturing,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_startup_machine,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_startup_machine,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_startup_machine,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_startup_machine,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean_startup_machine,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robotics,2016
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robotics,2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robotics,2013
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robotics,2014
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robotics,2015
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",_",2012
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",_""let",2012
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",_""women",2012
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.net,2012
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.net_content_management_systems,2012
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.net_developers,2012
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.net_development,2012
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.net_gadgeteer,2012
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d,2012
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_animation,2012
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_artists,2012
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_gaming,2012
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_graphics,2012
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_modeling,2012
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_printers,2012
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_printing,2012
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_printworkshop,2012
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_projects,2012
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_prototyping_/_printing,2012
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d_scanning,2012
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3dr,2012
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3ds_max,2012
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3dsmax,2012
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"_rights"",_",2012
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a/b_testing,2012
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a11y,2012
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a_community_where_private_equity_investors_meet,2012
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a_“how_to”_group_to_get_product_ideas_to_market.,2012
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,academic_papers,2012
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,academics,2012
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accessibility,2012
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accessible_technology,2012
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accessible_web_design,2012
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,acid,2012
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,actionscript,2012
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,activism,2012
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,activities,2012
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,activity_monitors_and_devices,2012
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ado.net_entity_framework,2012
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe,2012
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_aem,2012
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_after_effects,2012
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_air,2012
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_cq,2012
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_cq5,2012
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_creative_suite,2012
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_dreamweaver,2012
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_experience_manager,2012
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_flash,2012
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_flex,2012
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_illustrator,2012
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_indesign,2012
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_lightroom,2012
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_photoshop,2012
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adobe_user_group,2012
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adtech,2012
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adult/teens_with_asperger/spectrum_disorders,2012
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advanced_manufacturing_&_engineering,2012
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advanced_sass,2012
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advanced_sql_server,2012
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adventure,2012
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adventure_games,2012
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advertising,2012
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advertising_agency_community,2012
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advertising_and_pr,2012
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aerial_cinematography,2012
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aerial_photography,2012
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aerial_videography,2012
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aeronautical_engineering,2012
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aerospike,2012
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,affiliate_email_marketing,2012
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,affiliate_marketing,2012
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,affiliate_marketing_(ecommerce),2012
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,affiliate_marketing_joint_ventures,2012
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,affiliate_networks,2012
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,africans,2012
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,after_effects,2012
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_and_scrum,2012
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_business_analysts,2012
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_coaching,2012
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_data_warehousing_and_business_intelligence,2012
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_design,2012
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_experiences,2012
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_leadership,2012
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_marketing,2012
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_mindset,2012
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_planning,2012
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_portfolio_management,2012
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_product_development,2012
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_program_management,2012
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_programming,2012
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_programming_and_python,2012
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_project_management,2012
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_testing,2012
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_transformation,2012
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agile_ux,2012
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agriculture,2012
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,airbnb,2012
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ajax,2012
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,akka,2012
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alfresco,2012
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alfresco_software,2012
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithmic_trading,2012
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithms,2012
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithms_and_computational_theory,2012
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_forms_of_javascript,2012
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_things_telecom,2012
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alt.net,2012
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,altcoin,2012
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,altcoin_mining,2012
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,altcoins,2012
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternative_currency,2012
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternative_energy,2012
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternative_medicine,2012
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amateur_radio,2012
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amateur_satellite_communications,2012
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon,2012
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon.com,2012
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_alexa,2012
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_fba,2012
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_mastermind_selling,2012
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_seller,2012
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_web_services,2012
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analysis,2012
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analytics,2012
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anarcho_capitalism,2012
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anarchy,2012
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anatomy,2012
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android,2012
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_app_architecture,2012
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_app_design,2012
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_app_marketing,2012
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_development,2012
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_development_training,2012
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_enthusiasts,2012
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_game_development,2012
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_robots,2012
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_sdk,2012
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angel_investors,2012
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angular,2012
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angular2,2012
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angular_2,2012
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angularjs,2012
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,animation,2012
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anonymous,2012
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ansible,2012
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anti-racism,2012
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache,2012
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_apex,2012
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_cloudstack,2012
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_cordova,2012
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_flink,2012
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_hadoop,2012
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_hbase,2012
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_hive,2012
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_kafka,2012
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_lucene,2012
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_lucene_and_solr_open_source_search,2012
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_mesos,2012
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_pig,2012
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_sling,2012
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_spark,2012
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_storm,2012
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apex,2012
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apex_development,2012
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,api_documentation,2012
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apis,2012
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_coding,2012
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_designers,2012
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_developer_and_designer_resources,2012
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_developers,2012
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_development,2012
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_engine,2012
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appcelerator,2012
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appcelerator_titanium,2012
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appdynamics,2012
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apple,2012
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apple/macintosh_technology,2012
