,Gwynedd,Pembrokeshire,Monmouthshire,Swansea,Carmarthenshire,Cardiff,Blaenau Gwent,tag_name,year
1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medical,2012
1873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medical_device_sales,2012
1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medical_device_technology,2012
1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medical_devices,2012
1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medical_imaging,2012
1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medical_professionals,2012
1878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medical_technology,2012
1879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medication_adherence/compliance,2012
1880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medieval_history,2012
1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medieval_interests,2012
1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meet_your_neighborhood_linux_users.,2012
1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meeting_facilitation,2012
1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mental_illness,2012
1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mentor,2012
1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mesh_networks,2012
1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,messaging_systems,2012
1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metadata,2012
1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meteor,2012
1890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,methods_of_upgrading_the_atlassian_suite!,2012
1891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metrics,2012
1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metro,2012
1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mhealth,2012
1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microcontroler_and_electronics_designers,2012
1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microcontrollers,2012
1896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microfinance,2012
1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microservices,2012
1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft,2012
1899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_.net_user_group,2012
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_azure,2012
1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_biztalk,2012
1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_dynamics_ax,2012
1903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_dynamics_business_solutions,2012
1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_dynamics_crm,2012
1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_excel,2012
1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_excel_vba,2012
1907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_lync,2012
1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_office,2012
1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_office_365_public_cloud-based_technology,2012
1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_sharepoint_technology,2012
1911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_technologies,2012
1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_technology,2012
1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_windows,2012
1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft_windows_server,2012
1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle_east,2012
1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middleware,2012
1917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,midi_controllers,2012
1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,milton_keynes,2012
1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mindfulness,2012
1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mindset,2012
1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed_reality,2012
1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ml,2012
1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mlm_-_how_to_have_success,2012
1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mlm_network_marketing_online_offline_strategies,2012
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mlm_training_&_support,2012
1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mmo,2012
1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_advertising,2012
1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_analytics,2012
1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_and_handheld_game_development,2012
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_app,2012
1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_app_development,2012
1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_app_marketing,2012
1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_cloud,2012
1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_commerce,2012
1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_creatives,2012
1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_design,2012
1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_design_and_development,2012
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_developers,2012
1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_development,2012
1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_device_management,2012
1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_game_design,2012
1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_game_development,2012
1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_games,2012
1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_growth,2012
1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_health,2012
1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_learning,2012
1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_marketing,2012
1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_marketing_and_advertising,2012
1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_marketing_technology,2012
1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_payment,2012
1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_product_management,2012
1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_security,2012
1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_services,2012
1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_social,2012
1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_solutions,2012
1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_startups,2012
1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_technology,2012
1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_testing,2012
1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_user_experience,2012
1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_web,2012
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_web_services,2012
1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_website_building,2012
1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile_websites,2012
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobility,2012
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modeling,2012
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modern_architecture_and_design,2012
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modular_synthesizers,2012
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modx,2012
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,moms,2012
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monero,2012
1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monetization,2012
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,money,2012
1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mongodb,2012
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monitizing_iphone_apps,2012
1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monitoring,2012
1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mono_for_android,2012
1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,moocs,2012
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,moon_and_mars_colonization,2012
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,motion_and_graphic_design,2012
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,motion_graphics,2012
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,motivation,2012
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,motorsports,2012
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,movie_nights,2012
1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mozilla,2012
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,msp,2012
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mule,2012
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mule_esb,2012
1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi-rotor_aircraft,2012
1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multi_channel_marketing,2012
1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multicopters,2012
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multicore_computing,2012
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multimedia_design,2012
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multiplatform,2012
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multiplayer_games,2012
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multiplayer_gaming,2012
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mums_of_toddlers_and_infants,2012
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,museum,2012
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,music,2012
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,music_&_sound,2012
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,music_appreciation,2012
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,music_industry,2012
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,music_production,2012
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,music_publishing_&_licensing,2012
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,music_technology,2012
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,musicians,2012
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mvp,2012
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mysql,2012
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mysql_cluster,2012
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mysql_replication,2012
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nanotech,2012
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nanotechnology,2012
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,narrative_design,2012
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nativescript,2012
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,natural_language_processing,2012
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neo4j,2012
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neo4j-social,2012
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net_neutrality,2012
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,netezza,2012
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,netsquared,2012
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,netsuite,2012
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_architecture,2012
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_design,2012
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_management_and_monitoring,2012
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_marketing,2012
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_marketing_skills,2012
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_marketing_training,2012
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_security,2012
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network_virtualization,2012
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_for_christian_professionals_in_business,2012
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_for_graphic_designers_&_marketing_pros,2012
2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_for_job_seekers,2012
2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_for_marketing_professionals,2012
2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_for_nonprofits,2012
2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_for_the_self_employed,2012
2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_happy_hour,2012
2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_in_lxc,2012
2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_in_the_fashion_industry,2012
2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"networking_mixers,_social_events,_fun_activities",2012
2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_withing_advertising_and_marketing,2012
2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networking_your_network_marketing_business,2012
2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neural_networks,2012
2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neuroengineering,2012
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neuroscience,2012
2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neurotechnology,2012
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_business_enablement,2012
2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_career,2012
2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_in_town,2012
2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_media,2012
2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_media_and_interactive_design,2012
2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_moms,2012
2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_product_development:_software_&_tech,2012
2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_product_development_model_for_medical_device,2012
2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_relic,2012
2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_testing_techniques,2012
2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new_urbanism,2012
2056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,news,2012
2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,news_broadcasting,2012
2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,newsql,2012
2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfv,2012
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nginx,2012
2061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,niche_affiliate_marketing,2012
2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,niches_and_trends_with_affiliate_marketing,2012
2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nintex,2012
2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nlp_(neuro-linguistic_programming),2012
2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nodebots,2012
2066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nodejs,2012
2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nodeschool,2012
2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,non-fiction_storytelling:_spin_a_true_tale,2012
2069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,non_profit_organizations,2012
2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nonprofit,2012
2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nonprofit_marketing,2012
2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nonprofit_networking,2012
2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nonprofit_technology,2012
2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nonprofits_needing_help,2012
2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nordic_apis,2012
2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,northern_ireland,2012
2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nosql,2012
2078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nottingham,2012
2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_theory,2012
2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nutrition,2012
2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nvidia,2012
2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oauth,2012
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,obiee,2012
2084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,object_oriented_programming,2012
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,object_oriented_software_construction,2012
2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,objective_c,2012
2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ocaml_programming,2012
2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ocean_lovers,2012
2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oceans_alert,2012
2090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oculus_rift,2012
2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,office365,2012
2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,office_365,2012
2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,office_managers,2012
2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oil_and_gas,2012
2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,olap,2012
2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,omni_by_virtuix,2012
2097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,omniture,2012
2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onecoin_cryptocurrency,2012
2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online,2012
2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_advertising,2012
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_business,2012
2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_gaming,2012
2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_journalism,2012
2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_learning,2012
2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_marketing,2012
2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_news_association,2012
2107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_payments,2012
2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_retailers,2012
2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_sales,2012
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_selling,2012
2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_traffic,2012
2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_tv,2012
2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online_video,2012
2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ontology,2012
2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_coffee,2012
2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_courseware,2012
2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_data,2012
2118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_education,2012
2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_government,2012
2120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_government_data,2012
2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_hardware,2012
2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_innovation,2012
2123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_knowledge,2012
2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_network_for_docker,2012
2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_paas,2012
2126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source,2012
2127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source_analytics,2012
2128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source_community,2012
2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source_content_management,2012
2130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source_frameworks,2012
2131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source_hardware,2012
2132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source_python,2012
2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_source_tools,2012
2134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_space,2012
2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_space_technology,2012
2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_stack,2012
2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_standards,2012
2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,open_transactions,2012
2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openbazaar,2012
2140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opencart,2012
2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opencl,2012
2142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opencv,2012
2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opendaylight,2012
2144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openflow,2012
2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openframeworks,2012
2146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opengl,2012
2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opengl_es,2012
2148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openmax,2012
2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openshift,2012
2150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openstack,2012
2151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openstack_-_quantum,2012
2152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openstreetmap,2012
2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operating_systems,2012
2154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operations_and_data_center_management,2012
2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operations_and_project_managment,2012
2156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operations_management,2012
2157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operations_research,2012
2158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opscode,2012
2159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opscode_chef,2012
2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,options_pricing,2012
2161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle,2012
2162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_apex_development,2012
2163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_application_business_solutions,2012
2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_big_data_appliance,2012
2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_business_solutions,2012
2166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_data_integrator,2012
2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_database_administration,2012
2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_loader_for_hadoop,2012
2169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oracle_pl/sql_development,2012
2170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,organic_foods,2012
2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,organisational_change,2012
2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,organisational_culture,2012
2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,organisational_development,2012
2174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,organization,2012
2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,organization_development,2012
2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,os_x,2012
2177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,os_x_development,2012
2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,osgi,2012
2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other_atlassian_products,2012
2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,otp,2012
2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outdoor__fitness,2012
2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outdoors,2012
2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outsourcing,2012
2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outsourcing_your_it,2012
2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,over_60+_social_club,2012
2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ovirt,2012
2187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,owasp,2012
2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,owl,2012
2189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paas:_platform_as_a_service,2012
2190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paas_(platform_as_a_service),2012
2191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,painting_and_sculpture,2012
2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pair_programming,2012
2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parallel_programming,2012
2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parents,2012
2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parents_in_technology,2012
2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parse,2012
2197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parse.com,2012
2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,patent,2012
2199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pattern_recognition,2012
2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pay_per_click,2012
2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,payment_systems,2012
2202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,payments,2012
2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pbx,2012
2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pc,2012
2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pc_gaming,2012
2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peace_and_security,2012
2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pebble,2012
2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peer2peer,2012
